Title,Address,Latitude,Longitude,Found Address,Match Quality,Source
Calvin T. Ryan Library - ILL,"Univ of Nebraska at Kearney,2508 11th Avenue,Kearney US-NE 68849-2240 US",40.7005404,-99.0968275,"2508 11th Ave, Kearney, NE 68849, USA",Partial Match,Google
California State Library / ILL,"900 N Street Sacramento, CA 94237-0001",38.575783,-121.496408,"900 N St, Sacramento, CA 95814, USA",Partial Match,Google
Bunch Library / ILL,"BELMONT UNIVERSITY,1900 BELMONT BLVD,NASHVE US-TN 37212-3757 US",36.1328981,-86.7940699,"1900 Belmont Blvd, Nashville, TN 37212, USA",Partial Match,Google
BUFFALO & ERIE COUNTY PUBLIC LIBRARY/ ILL,"Buffalo & Erie County Public Library,1 Lafayette Square,Buffalo US-NY 14203 US",42.885459,-78.872326,"1 Lafayette Square, Buffalo, NY 14203, USA",Match,Google
Buena Vista University Library,"Buena Vista University Library,610 W 4th St,Storm Lake US-IA 50588 US",42.640722,-95.21007,"610 W 4th St, Storm Lake, IA 50588, USA",Match,Google
"BRYANT & STRATTON BUSINESS COLLEGE, SYRACUSE N CAMPUS","Syracuse North Division,8687 Carling Road,Liverpool, NY 13090",43.1897305,-76.2402162,"8687 Carling Rd, Liverpool, NY 13090, USA",Match,Google
BROOME-TIOGA BOCES / SCHOOL LIBRARY SYSTEM,"Broome-Tioga BOCES,435 Glenwood Rd.,Binghamton US-NY 13905 US",42.129196,-75.9333803,"435 Glenwood Rd, Binghamton, NY 13905, USA",Match,Google
BROOKS MEMORIAL LIBRARY IL,"224 MAIN STREET,BRATTLEBORO US-VT 05301 US",42.8552873,-72.5599282,"224 Main St, Guilford, VT 05301, USA",Match,Google
Brooklyn Public Library /20- ILL,"Grand Army Plaza,Brooklyn US-NY 11238",40.6729795,-73.9693426,"Grand Army Plaza, Brooklyn, NY 11238, USA",Match,Google
Brooklyn Law School Library/ ILL Dept.,"250 Joralemon St.,Brooklyn US-NY 11201 US",40.6922678,-73.9893548,"250 Joralemon St, Brooklyn, NY 11201, USA",Match,Google
Brookfield Free Public Library - ILL/,"40 Ralph Road,Brookfield US-VT 05036 US",44.043159,-72.602768,"40 Ralph Rd, Brookfield, VT 05036, USA",Match,Google
BROOKDALE COMMUNITY COLLEGE/ILL/LRC,765 Newman Springs Road Lincroft US-NJ 07738 US,40.3328514,-74.1340549,"765 Newman Springs Rd, Lincroft, NJ 07738, USA",Match,Google
Bronx Community College Library / ILL,2155 University Avenue Bronx NY 10453,40.8567706,-73.9105102,"2155 University Ave, Bronx, NY 10453, USA",Match,Google
Bowdoin College Library/ILL,"3001 College Station,Brunswick US-ME 04011-8421 US",43.906776,-69.96198,"College St, Brunswick, ME 04011, USA",Partial Match,Google
Blessing Health Professions Library,"Broadway at 11th St,PO Box 7005,Quincy US-IL 62305-7005 US",39.9356314,-91.3983317,"IL-104 & N 11th St, Quincy, IL 62301, USA",Partial Match,Google
Black Watch Memorial Library,"99 Montcalm Street,Ticonderoga US-NY 12883 US",43.8489495,-73.4253431,"99 Montcalm St, Ticonderoga, NY 12883, USA",Match,Google
Billings Clinic Medical Library,"801 North 29th Street,PO Box 37000,Bings US-MT 59107 US",45.7876927,-108.5125809,"801 N 29th St, Billings, MT 59101, USA",Partial Match,Google
Bentley University Library,"175 Forest St.,Waltham US-MA 02452 US",42.3870119,-71.2206346,"175 Forest St, Waltham, MA 02452, USA",Match,Google
BENNINGTON COLLEGE / Crossett Library - ILL,"-Crossett Library,Bennington College,One College Dr.,Bennington US-VT 05201-6001 US",42.8997153,-73.2114168,"05201, one College Dr, Bennington, VT 05257, USA",Partial Match,Google
Benedictine University Library,"Benedictine University Library,5700 College Road,Lisle US-IL 60532-0900 US",41.7788628,-88.0948979,"5700 College Rd, Lisle, IL 60532, USA",Partial Match,Google
Bellarmine University,"Library-,2001 Newburg Rd.,Louisve US-KY 40205 US",38.218989,-85.7091432,"2001 Newburg Rd, Louisville, KY 40205, USA",Partial Match,Google
BELLAIRE PUBLIC LIBRARY / ILL,"140 S. PAINT STREET,CHICOTHE US-OH 45601 US",39.3297788,-82.9816277,"140 S Paint St, Chillicothe, OH 45601, USA",Partial Match,Google
BEGLEY LIBRARY ILL/SCHENECTADY COUNTY COMMUNITY COLLEGE,"Schenectady County Community College,78 Washington Avenue,Schenectady US-NY 12305 US",42.8145482,-73.9511974,"78 Washington Ave, Schenectady, NY 12305, USA",Match,Google
Bayville Free Library / ILL,"34 School Street,Bayve US-NY 11709 US",40.9078392,-73.566327,"34 School St, Bayville, NY 11709, USA",Partial Match,Google
BAY PATH COLLEGE / HATCH LIBRARY / ILL,"HATCH LIBRARY DEPT,588 Longmeadow St.,Longmeadow US-MA 01106 US",42.0555615,-72.5838321,"588 Longmeadow St, Longmeadow, MA 01106, USA",Match,Google
Baruch College Library ILL,"Baruch College Library,151 E. 25th Street, Rm. 209,New York US-NY 10010 US",40.7407668,-73.9827893,"151 E 25th St, New York, NY 10010, USA",Match,Google
Bartle Library - ILL,"BNG-Binghamton University,4400 Vestal Parkway East - BOX 6012,Binghamton US-NY 13902-6012 US",42.0932729,-75.9721009,"4400 Vestal Pkwy E, Vestal, NY 13850, USA",Partial Match,Google
Baltimore County Public Library/ILL,"Baltimore County Public Library,320 York Road,Towson US-MD 21204 US",39.39889,-76.6024626,"320 York Rd, Towson, MD 21204, USA",Match,Google
Baker College Center for Graduate Studies,"Interlibrary Loan, 1116 West Bristol Road, Flint, MI 48507",42.974238,-83.697119,"1116 W Bristol Rd, Flint, MI 48507, USA",Match,Google
BABYLON PUBLIC LIBRARY,"31 Broadway,Greenlawn, US-NY 11740-1382 US",40.8711835,-73.3669,"31 Broadway, Greenlawn, NY 11740, USA",Partial Match,Google
Babson College / Horn Library / ILL,"Babson College,231 Forest Street,Babson Park US-MA 02481 US",42.2990202,-71.2623463,"231 Forest St, Wellesley, MA 02481, USA",Partial Match,Google
Axinn Library/ILL/Hofstra University,"123 Hofstra University,Hempstead US-NY 11549 US",40.7165676,-73.5985336,"1000 Fulton Ave, Hempstead, NY 11549, USA",Partial Match,Google
AUGUSTANA COLLEGE / TREDWAY LIBRARY / ILL,"639 38th Street,Rock Island US-IL 61201 US",41.5051775,-90.5471872,"639 38th St, Rock Island, IL 61201, USA",Match,Google
AUGUSTANA COLLEGE / ILL,"Augustana College,2001 S. Summit Ave.,Sioux Falls US-SD 57197 US",43.5272492,-96.7362727,"2001 S Summit Ave, Sioux Falls, SD 57197, USA",Match,Google
AUGSBURG COLLEGE/LINDELL LIBRARY/ILL,Minneapolis MN 55454 US,44.9669685,-93.2409552,"Minneapolis, MN 55454, USA",Match,Google
Aubrey R. Watzek Library / ILL,"Library ,0615 SW Palatine H Road,Portland US-OR 97219-7899 US",45.450836,-122.669089,"0615 SW Palatine Hill Rd, Portland, OR 97219, USA",Partial Match,Google
Attn: Vanessa Meador,"OUR LADY OF THE LAKE UNIVERSITY LIBRARY,411 S.W. 24th St.,San Antonio US-TX 78207-4689 US",29.4264099,-98.5433654,"411 SW 24th St, San Antonio, TX 78207, USA",Match,Google
N.J. Dept. of Environmental Protection,Trenton US-NJ 08625-0420 US,40.2207029,-74.760833,"Trenton, NJ 08625, USA",Partial Match,Google
"Arthur A. Houghton, Jr. Library / Interlibrary Loan","One Academic Drive,Corning US-NY 14830 US",42.1172594,-77.0735445,"1 Academic Dr, Corning, NY 14830, USA",Match,Google
ARNOT OGDEN MEDICAL CENTER/WEY MEMORIAL LIBRARY,"600 Roe Avenue,Elmira NY US 14905-1676",42.1003102,-76.8281275,"600 Roe Ave, Elmira, NY 14905, USA",Partial Match,Google
Argosy University,"Tampa Library1403 N. Howard Ave Tampa, FL 33607",27.9552391,-82.4825728,"1403 N Howard Ave, Tampa, FL 33607, USA",Partial Match,Google
Arcadia University - Library,"450 S. Easton Rd., Dept - Landman Library,Glenside US-PA 19038-3295 US",40.0925639,-75.1638864,"450 S Easton Rd, Glenside, PA 19038, USA",Partial Match,Google
APU Consortium Library-ILL,"3211 Providence Dr.,UNIV. OF ALASKA-ANCHORAGE,Anchorage US-AK 99508 US",61.190675,-149.817684,"3211 Providence Dr, Anchorage, AK 99508, USA",Match,Google
Antioch University Library,"Antioch University,40 Avon St,Keene US-NH 03431-3516 US",42.9317822,-72.2938339,"40 Avon St, Keene, NH 03431, USA",Match,Google
AMERICAN MUSEUM OF NATURAL HISTORY/LIBRARY-ILL,"American Museum of Natural History,Central Park West @ 79th St,New York US-NY 10024-5192 US",40.7820454,-73.9717106,"79th St Transverse & W 81st St, New York, NY 10024, USA",Partial Match,Google
ALDRICH PUBLIC LIBRARY ILL,"235 COLLEGE STREET,BURLINGTON US-VT 05401 US",44.477196,-73.210304,"235 COLLEGE ST, BURLINGTON, VT, 05401",Match,US Census
"Albertus Magnus College Library, ILL Dept.","700 Prospect St.,New Haven US-CT 06511 US",41.331516,-72.921135,"700 PROSPECT ST, NEW HAVEN, CT, 06511",Match,US Census
University Central Arkansas,"201 Donaghey Ave. ,Conway US-AR 72035 US",35.078377,-92.45423,"201 DONAGHEY AVE, CONWAY, AR, 72035",Match,US Census
Quinnipiac University/Arnold Bernhard Library--ILL,"275 Mt. Carmel Avenue, HamdenCT 06518",41.421494,-72.895065,"275 MOUNT CARMEL AVE, HAMDEN, CT, 06518",Match,US Census
ILL/Rensselaer Polytechnic Institute/Folsom Library,"110 8th Street,Troy US-NY 12180-3590 US",42.73287,-73.68358,"110 8TH ST, TROY, NY, 12180",Match,US Census
East Meadow Publ.Library / ILL,"1886 Front Street,East Meadow US-NY 11554-1700 US",40.720062,-73.56385,"1886 FRONT ST, EAST MEADOW, NY, 11554",Match,US Census
DEPAUW UNIVERSITY / ROY O. WEST LIBRARY / ILL BORROWS,"11 East Larabee Street,Greencastle US-IN 46135-1641 US",39.640198,-86.86409,"11 E LARRABEE ST, GREENCASTLE, IN, 46135",Match,US Census
Abilene Public Library,202 N. Cedar Abilene TX 79601,32.450752,-99.73542,"202 CEDAR ST, ABILENE, TX, 79601",Match,US Census
